DW_CATEGORIA;id_categoria;id_subcategoria;ds_categoria;ds_subcategoria
36fa07f58b5b04daa20d553558b3ea967a6edaf42413a41c9228d27560256e60;18;1191;Categoria - 018;Sub-categoria - 01191
d40a8c9c3192e0f7dea50b26be7465d6fc8ad94108197ec9fd409b4abd0214ab;4;3277;Categoria - 004;Sub-categoria - 03277
b3d0cf1c820f2250e0fb12d7a6c18b0fc975e1ef27c99e63d5c982d83ff71850;21;2153;Categoria - 021;Sub-categoria - 02153
0da9a0f2f6bb4c61e059a84b23e3897e3d3d3a1a5426ce3cbc60e354ce70ab99;4;1821;Categoria - 004;Sub-categoria - 01821
379c30d33bc52f2ec72aa6d9531e25a50a2ea31a936bb6afc34eb09f511adf6e;6;474;Categoria - 006;Sub-categoria - 00474
9b3ccc2740c8b0e6bbbfcefe40d247d962717c94747b9b29dfcf406cd01b56f3;43;419;Categoria - 043;Sub-categoria - 00419
063590ec5fd801421b62b913b8de131f3aa2b5887f9cddb6dac5f00026dbdcbf;17;1899;Categoria - 017;Sub-categoria - 01899
7f2d578af9f4f6e11268f7cc44771c1b20697fd34649e4dedbdb114c667c594c;19;1811;Categoria - 019;Sub-categoria - 01811
29f347f11d1876ab1316f26fa0c23b0ef6136ec94dea10b83892a0d26d0cbbcb;24;1579;Categoria - 024;Sub-categoria - 01579
c6e156f89e6f969da049cf48c0006dbf6d1de1bf18f7800d150b814be13f8b9f;5;931;Categoria - 005;Sub-categoria - 00931
8ea8965d3f8ec2f5c391f0e6d5966ce6e632b073dd7fd7a081728d9fe19b73a9;18;364;Categoria - 018;Sub-categoria - 00364
5583053285e69c462750108d9c246b4ab8aad5c337d08ec8d3bc3b12a98e6d62;18;1875;Categoria - 018;Sub-categoria - 01875
74bcc66f1876a872a5c3c5e4863f3541413776e708b24f942133a4b54ad57b28;34;943;Categoria - 034;Sub-categoria - 00943
ef2903f5e0dce21a3284fe56e17809f9076c2e1e1f29df90358547f7334b1d18;35;1943;Categoria - 035;Sub-categoria - 01943
8d3e84f9d98e0e84c53761948b1aa66bf52ff5aa2e745152a1f2f0cac57e2a83;9;1299;Categoria - 009;Sub-categoria - 01299
aee0fd8150f944b1888a97b1cac7e9b210cdf406a1be969ad99fac1531b9e184;9;1686;Categoria - 009;Sub-categoria - 01686
54c591da0f6d924be9b268ae7db2b930242b0a11f69020008873b2abf1251bc6;33;3155;Categoria - 033;Sub-categoria - 03155
67431983225a62eff4f9054c4364cb588d4380b48d153047e69c40402452c0d6;9;2148;Categoria - 009;Sub-categoria - 02148
3e645a159d0d9315085f2c341424e9a0ef7be61858a397f32eb1c44af042e4e8;18;1910;Categoria - 018;Sub-categoria - 01910
eb5d57418f1f58f60568d1f0414baa6621b90d9812fbb7e3a37a9f6d61faa2a8;10;1016;Categoria - 010;Sub-categoria - 01016
2681dce27b2595c5009689c02e3f39cc1d779ea1f8e554e3cba50bb9b12689a5;12;1804;Categoria - 012;Sub-categoria - 01804
2f383343bca8543b7fb1b95fafafd0049ab3c72f7411feda36183c2c6dbd8682;4;1778;Categoria - 004;Sub-categoria - 01778
66197ba6c37e2b58ed4215d8967eda7c872f8421b04830742e55c51d73603a54;4;440;Categoria - 004;Sub-categoria - 00440
3599d140324faf37035a8b1ba0ca47692792c3f2ed6caaa5f84e7eedff86047d;16;1312;Categoria - 016;Sub-categoria - 01312
a0ca6b4eddb89a2f2878728a79a1b703c3b540adec606827d29aca338ecddc37;29;2998;Categoria - 029;Sub-categoria - 02998
759a208c4fc2b5e8e29bce81037a9ceabb810bf77f13d01e910840ad3fdd8150;22;2273;Categoria - 022;Sub-categoria - 02273
782c6ed93f18fc1478d3f7dda76e8ff875c9a6b104c092b8ceb4d654b00c3a87;12;69;Categoria - 012;Sub-categoria - 00069
bc06775fb34f173fd539d1572135f7ec615ba16e4cc7b3d9731f40940e525368;4;914;Categoria - 004;Sub-categoria - 00914
eef37535c0a783231aded47fb89551a36d1118e938f9715b0b78e4e173370c82;9;1656;Categoria - 009;Sub-categoria - 01656
df3734b9a27a49f53ddec04846c1c7ec2450d3c027098f4da4917558236f41e8;18;3497;Categoria - 018;Sub-categoria - 03497
91af91643d915973f328e5cc1efeb4c7d93ef7c03f74bcfcbd9c72fde0772760;34;2003;Categoria - 034;Sub-categoria - 02003
f389319b08c803e05264990ddd196222a2749185359fc9d20d5284c0454259a0;9;2782;Categoria - 009;Sub-categoria - 02782
a119b357fc5ab1e86c58c1287ddea377726da1170f354ee32884f883865af5f7;43;1147;Categoria - 043;Sub-categoria - 01147
13eb08192ade237cbb97999dfd6bd0fa3ccf3bc311c008bceb380dc03c7e88dd;18;649;Categoria - 018;Sub-categoria - 00649
4a7c9e774dea941b95ba23dee71b21d0ed9c568e6a93618d30ea09361269677d;18;1357;Categoria - 018;Sub-categoria - 01357
461f8642713c5218480f8ba9ab3b17695ed59096f9e3dc4aa9d81857bafa0da7;10;1058;Categoria - 010;Sub-categoria - 01058
3bdebb15cf65e70fba1101eeef8e7055d0ca22954a5e879be215625e51df0010;27;1765;Categoria - 027;Sub-categoria - 01765
1c0e815da2ea9f07b62accdd1824fef75f73083337789b76348d81a1ae36d43f;34;321;Categoria - 034;Sub-categoria - 00321
0a2b7cd657ab79e069fa83fcbbd41ee41623b1550a8672fecf1a76a4678b6592;43;1203;Categoria - 043;Sub-categoria - 01203
26f69cdd1c91340971a57c59b629951b00f293b86cb373656a9ab90d5650da2e;9;3322;Categoria - 009;Sub-categoria - 03322
ed4a3e39d0c96e54935b9be1809b30fb31ca4ad741c559231edce67a3a785f9f;29;1342;Categoria - 029;Sub-categoria - 01342
b2164ee89e4f37aec5a0f30b2856d9be01928ff4a26d45645deb499fdab58457;26;2633;Categoria - 026;Sub-categoria - 02633
7d27ec7f0dad6c69a55050e22e9edc7c8e6ed01a977ac1791f78ed969e4ffc4d;5;1168;Categoria - 005;Sub-categoria - 01168
e846d3d136b3bdfea7e0388c2da883c21deac70b999bc87f110529a7fffb4409;35;1569;Categoria - 035;Sub-categoria - 01569
1f5b4e6000abd01c4b2a1d3c666050f29ca41c0c19c9364aa50d3b47c13588b2;18;878;Categoria - 018;Sub-categoria - 00878
4d088dccd39b5196f4a1f7c72c5bdbe16011aaf08990b2657785a7900cd84d29;7;417;Categoria - 007;Sub-categoria - 00417
c650b353d5e1ffe7a842527fb56aed2ca09290086558e9867420b5c80e7d276f;40;2483;Categoria - 040;Sub-categoria - 02483
a059910e99cf9058c56dff4b71e3fde68d62eb222bd557fbfcbc8a7ad8a745fe;27;2470;Categoria - 027;Sub-categoria - 02470
3b884622551046e9ed8536919c3724eaca13e77748ffc1708366d42ae600b765;21;1067;Categoria - 021;Sub-categoria - 01067
c044abda3de4f37cae1c3f852d1a1550a2f843facdfb2a1befadbb546601a6a3;4;2996;Categoria - 004;Sub-categoria - 02996
1e964a9d0af7c694b688607c3dc37e41812f1b0f1a3d6848eb0448c79383b679;29;3364;Categoria - 029;Sub-categoria - 03364
8acd595fd04c29852bd43e34328685d4a54adbae80d5f9fcbdf9b8df9a952dee;25;2987;Categoria - 025;Sub-categoria - 02987
a15f8ac5c9b5db85aa9625ee292c82625ad28cbc6050cc9b7249d0a40ef204b7;6;824;Categoria - 006;Sub-categoria - 00824
924d40fd36a6a726a41a5d00f367e38007cf5c3af0993aaa4121d453a1d0b41d;18;3413;Categoria - 018;Sub-categoria - 03413
8c4b83d3de65d78ea34823fa7b230668e28f406d7e1e657609b539dc7a34da82;36;3408;Categoria - 036;Sub-categoria - 03408
12da94fc93a3fea6500d39b7b38e7472d5e1b23fde43a22710b7b6b7da592a89;41;3517;Categoria - 041;Sub-categoria - 03517
7f421290ad60675f2cc3b77be377f5029c66d73a8d45e4862aba6765cb25fca6;9;1744;Categoria - 009;Sub-categoria - 01744
a2a3bac98430edee487ff74e837ad5ab1db2122edf480b59a5fd2238ee900e93;17;3178;Categoria - 017;Sub-categoria - 03178
7c5b555bf5d974be4be350da45b48c25e82a22921fd118a5c32c69f5a5a5bdb0;19;1795;Categoria - 019;Sub-categoria - 01795
0200e0e624e7057348e3b516f281f5c99b9454e84fbb25be88e7125103d00dea;33;1599;Categoria - 033;Sub-categoria - 01599
bf0a8c14023e999540a08aff41b7c727b91fa3cb4e9672143e238fd02ca6cd71;4;2765;Categoria - 004;Sub-categoria - 02765
55aad35491e3a74ae9d9eef76e3bfb771ef88f2440ee7f0e14b50e660076d2e0;25;2504;Categoria - 025;Sub-categoria - 02504
69d5596646d7303027e60899d760a54f137bdbc4b4046bcd3999ebe69d36446e;5;620;Categoria - 005;Sub-categoria - 00620
2f30c76ec8be5924aba551d45acdd46cb392f15ef24aeaa3940c6bb637097d63;43;1554;Categoria - 043;Sub-categoria - 01554
13bf4ac5c45fe2bbd7a4b214be926ecaf2881e025b9514533a8ef0b0a1df557f;27;1250;Categoria - 027;Sub-categoria - 01250
4330396fc7abf4ff373f32098066e248a45b88c67c657596c454cd1f3f9288f0;4;187;Categoria - 004;Sub-categoria - 00187
ad0f82e17819d550e7403e2ffa3c23519be96ae9026e2637c357d8b5096ed8c5;4;974;Categoria - 004;Sub-categoria - 00974
ef515f4001a421706ad1afa6c645c11b864ac623bdf3751a33671303b78b9342;4;2;Categoria - 004;Sub-categoria - 00002
9a59b90da37b4e95f807ebf057f17dc611e5e7a13d9473d7142e1af1e5c20ccb;16;1455;Categoria - 016;Sub-categoria - 01455
938f98456641d15bf0b36dd93b9670a867e0908d607509e31eb395bfa168155c;17;2101;Categoria - 017;Sub-categoria - 02101
6698e7f4d36dc44d0c95e6ce4b91b68211760c188355a93e9ff7743200ab1556;6;484;Categoria - 006;Sub-categoria - 00484
385b98cd6956c06ee2afef0a53ed43becef3d6813caf6c0457771942625b09c7;35;1655;Categoria - 035;Sub-categoria - 01655
722a278c2ec8fc65256d52bf29f5172995363e872bc1ffc0bf8698c8017d35b3;18;2210;Categoria - 018;Sub-categoria - 02210
489b996472571c05462ff9fe4ca2015c17fa4519ca2623a0baf4b4b519eb0128;18;3141;Categoria - 018;Sub-categoria - 03141
e1ec1dd1cde0b3e8237f514427b1bb1beb8fe08c4ab6f3fe115718e305346d6d;6;574;Categoria - 006;Sub-categoria - 00574
bde7252da8eda3d70ffd50c0f117025c8ee9a0268056a0d08b309edff2992548;21;1460;Categoria - 021;Sub-categoria - 01460
f0789fa0d3aba6787b02e52461cd50711c84d42ef545675bc31b4763172746a8;18;3571;Categoria - 018;Sub-categoria - 03571
518ca8d9d9d9bb9725bdd01bfd59ed39642956d97d2bf2c64c8442c4b7c3050a;27;1052;Categoria - 027;Sub-categoria - 01052
0462d55eb18f28a6550b311ed1039f79c3d333b5b5bf82be9db336577e593bf5;34;1225;Categoria - 034;Sub-categoria - 01225
a1cc52c3598a790c97c0d668580a96e914de97fb99129586da627ff02e9f1311;21;199;Categoria - 021;Sub-categoria - 00199
0b9e7c1b25c8e87dd431210753ca59a2c19d230fbf26dc4639d382ce35849003;4;998;Categoria - 004;Sub-categoria - 00998
9a5977905ae48c9a0815bf4dd01ebfb0726cbd22c3404b18eeb451440ec2fc50;17;1935;Categoria - 017;Sub-categoria - 01935
69207d81c8f8945f86ab9222813e6c8027888138436ffadb14d7fd2745ddbb86;25;1925;Categoria - 025;Sub-categoria - 01925
37e1d34ec663b27638aff39cfc9f508c145cfd1ce183da011f50d3d5736bed99;26;646;Categoria - 026;Sub-categoria - 00646
4963881feb567384e924ec658def0ee65f5ff5d8cb8536a3c836fcf3e1e71cdb;34;1404;Categoria - 034;Sub-categoria - 01404
67aaab3a624a30471970460edcb86a6512c7d8d7890abe54e1f9d46f63479c03;6;722;Categoria - 006;Sub-categoria - 00722
a7140d6eafdeae78e831f71a8b1e1b38b1135dd1fb7bd2919d9c8c74cf19bbf6;17;2081;Categoria - 017;Sub-categoria - 02081
d67d489271e1a9fba73e3d316d4c6cbd1a4b291f12e5e2ab79e0f4845004c1c0;16;68;Categoria - 016;Sub-categoria - 00068
d515079763d0e4d7c99dcb84794aa01eeb421db9b32214d1e18e9863f1042a5a;9;1268;Categoria - 009;Sub-categoria - 01268
d15237a23ba3a90fd6d474a3909a638753297829944ddd3fcf0211d75a34b1fa;43;2454;Categoria - 043;Sub-categoria - 02454
83ca2c64273eba586f4e23757e8f9cdea3966b302c9e50d65d324471b996e59c;27;1297;Categoria - 027;Sub-categoria - 01297
9413622dc84269ffa8a8bb578b8ed6ae9890c3155916d610c1e52ae8c9c26f0c;27;591;Categoria - 027;Sub-categoria - 00591
d033242f25578c2014c754fa8ec6d0e8273d9e12c3b9c62ee191389ed9ff06d3;27;1187;Categoria - 027;Sub-categoria - 01187
f371f8a6e89fe0fd22d906f3c5e80696c9e8f59f58324505bad5e4d501e3e72e;6;362;Categoria - 006;Sub-categoria - 00362
fa4257c4d9c3d512913c2f53d1195a199fa37861456f19105bce583aad2b270f;4;2324;Categoria - 004;Sub-categoria - 02324
f8d3c02af09d4359389ab5bc6639a820db6e150ae42b669c11ed479ccdfe5af7;4;2820;Categoria - 004;Sub-categoria - 02820
c0691506775cfa06ac9bc9673f0c84c74fe86f2a20f8300d9d2368d94b0df39a;32;774;Categoria - 032;Sub-categoria - 00774
e604293e6b0b9ca6a9bd7188ec92ab93ad16b9578980e541ee4614c25b5c9cbe;29;3349;Categoria - 029;Sub-categoria - 03349
67c9f76be69eec67a2a3af364133f11e3f54f813bda308a3d15e99f29ce30e5d;24;157;Categoria - 024;Sub-categoria - 00157
3476254d60b674a96970f5cf8bb0c7f1da0a107cd3fcaecdee33d24a1fb47732;27;129;Categoria - 027;Sub-categoria - 00129
8f7bcddccb174ae611742733ac220d7729e00a789e8cbb6b89ee360546edb2b0;18;2939;Categoria - 018;Sub-categoria - 02939
e9a79eefc4ce595786668e171849491dc0506311984de742c7130df07dbfa281;28;2083;Categoria - 028;Sub-categoria - 02083
b20e4109ad332b79afed114146ff7fd05f28222be95a82cc7482287b1506d413;43;2238;Categoria - 043;Sub-categoria - 02238
b9a717957a8dafb050e50cb44975b07c71e6fcaf96c1c0ca350b3ceef1b15ba1;21;249;Categoria - 021;Sub-categoria - 00249
8823ae7b285639accee74c0b116c342c3f2097d08d31ddb3e690513beaa5fcd3;43;1446;Categoria - 043;Sub-categoria - 01446
83a6ab5a231f18f1aba8123a87573d2373adea834caf75285668c7576aca888d;33;3163;Categoria - 033;Sub-categoria - 03163
2f4d66645390c29fee3141426edbde4f774940f0c4af56ce94373a28ecb28a3b;6;1146;Categoria - 006;Sub-categoria - 01146
4f85e7e57d54073ac6d3cc8fedf2145f64d3b6c632ee490f595c7e2f5133dc4e;21;1207;Categoria - 021;Sub-categoria - 01207
653dab2f7d6dad2c63224c3c1826fdd754cf4adee94d1bc42352d447618569a9;37;695;Categoria - 037;Sub-categoria - 00695
0f5b0a6964145df72911cf7452f4f1b23b29451c360f4d726258d693145b6637;27;1195;Categoria - 027;Sub-categoria - 01195
048b4a57319f4590d17fb4935e560b3bed3980c136eb1a4feb95ebafd00946f7;28;541;Categoria - 028;Sub-categoria - 00541
90a8256891ee89d41e867f2f56738ef535f6b3f54ac838dff72bc6545bf35789;4;1239;Categoria - 004;Sub-categoria - 01239
ba0f220233578c6e42263f4b207baabe94b96b3b97a2df80f8a7b1606995267a;4;2385;Categoria - 004;Sub-categoria - 02385
184d1969110be6d6415c97d400772c42a89bf294494ef3dba558185cf1eae3d7;4;2144;Categoria - 004;Sub-categoria - 02144
50246776e142c9d7f4b53219e73e98b3efbae8cf96760701220ea49de0a35333;34;1835;Categoria - 034;Sub-categoria - 01835
a2350a76a678e4854b3b9de1dc59adbdce878e6eaecbc384611f4b7e3252d406;9;407;Categoria - 009;Sub-categoria - 00407
f75ded394f29a044fe224c8539a2d4c79bf367e8ab43b30128c75d7193296d0d;34;3249;Categoria - 034;Sub-categoria - 03249
5956d0346daa0b08a5fe36a5452530cd210c7483a1ff138700bec9efb47ebb08;26;3149;Categoria - 026;Sub-categoria - 03149
bd04e9d2ca4b6e38d4bd7e25241956772260242a14ff97335d30ebff43eefa60;43;3258;Categoria - 043;Sub-categoria - 03258
53f40d3bd3178fd150ad85c047e7b57e6ad8c272ffd78ad9cceb766d93f3927b;16;1563;Categoria - 016;Sub-categoria - 01563
9059889216f7366a84c554f2236d619960412302cea8022ae65139f7fd9e46c4;6;551;Categoria - 006;Sub-categoria - 00551
396e3cfe5a1505aaf83d431abfe3a789b53227ba4882f3fecab4106ec8ca16f4;29;564;Categoria - 029;Sub-categoria - 00564
f49b6d568451534fb5ca67906e9805efe2df9313196827b95612f17b7e96b1f0;27;1111;Categoria - 027;Sub-categoria - 01111
889012312f3ff236bcaffb246b168815065d1dc86764c276840135c7a20afd51;34;3000;Categoria - 034;Sub-categoria - 03000
e4c39d0d84fca96ef3bf3abbace9144e6df47c77670c5e2f40c6cd9105df1c9e;4;2386;Categoria - 004;Sub-categoria - 02386
f3c3d5b1d6050ffed8b891854d59cdb15d9c3c6fa646e84867125ee8f55bba0d;5;925;Categoria - 005;Sub-categoria - 00925
d506ce21de0224e47f7b92221bb9c91cd91a2b629ef217c48271e699392d49fa;14;1900;Categoria - 014;Sub-categoria - 01900
4a665794a79c9839b370f3380ea5cb3f6ae2328f84d25f23561a3e74449282be;24;2377;Categoria - 024;Sub-categoria - 02377
6365b38e2d4d655ad4266840d8507cfd025f1b6d8b316d8cc494e49de1875e64;29;2023;Categoria - 029;Sub-categoria - 02023
789daf9c49018be026ed719f94a3ba7ea5b2bcdb3064558baeda6a0dcfe7aab7;18;960;Categoria - 018;Sub-categoria - 00960
99438479f61320cf0a9296dd0639575e9345b9b9d5bd8c8c86aaac3a429bbc8e;18;1121;Categoria - 018;Sub-categoria - 01121
626a1e042f1bdf94b4f48fb0f2c45d04b2ac5f6405438a9d268f7b37bd46c58d;18;703;Categoria - 018;Sub-categoria - 00703
1d65186f4c7ae483527949e849de9590a9f3a26d12b0ee01e555d31d4f3cc4f6;9;1584;Categoria - 009;Sub-categoria - 01584
0afb68704a067ea122714c423e5d8f5dd933f571f3f3fb233cb5c000228330d9;22;2244;Categoria - 022;Sub-categoria - 02244
a29231512849844392b2a8e13e4d1fa43dd75528a7f389ce7f816763409b09f5;21;2088;Categoria - 021;Sub-categoria - 02088
bfa59967489e518e8c5ae4eb70fd764e4e7ebefa161bb8de9b73c15abca883c2;4;449;Categoria - 004;Sub-categoria - 00449
0282c7b00f8e916dedae0e36d31b54c14f48cb2ebf09215e50597f3fb313e8cf;34;3222;Categoria - 034;Sub-categoria - 03222
9fed9b18ecbfdafde27f385242c3b0fb5de85ee65bdb0d8b8cef0675792cffee;21;217;Categoria - 021;Sub-categoria - 00217
50a62a49576ab5c098957f51c200bb6409259624faa6a3fb730259e88f6c9557;4;3433;Categoria - 004;Sub-categoria - 03433
563893a192ec036d5f8495e2d1f3867d71fa1703be7e36cc42353f7e5c5b06ed;9;1587;Categoria - 009;Sub-categoria - 01587
bc1dde213c57ddb0c88d3c520ac0e7732b22ad35678b514a2fd30529d452f6a9;4;1142;Categoria - 004;Sub-categoria - 01142
5179c42bee208c8e54f1b7efbdbe908d126bd5c879a6b99f31a149ee6869b1c3;43;2016;Categoria - 043;Sub-categoria - 02016
73b177f78ccfa9af9da6752a527e4cf285a20de2597cb6ffb5722e602d5c7aaa;5;533;Categoria - 005;Sub-categoria - 00533
f42d0cd12fcdc4b0e6503378af91f969f4b7a8480275bbfe2774c5dd8b042a0d;8;2481;Categoria - 008;Sub-categoria - 02481
9163f6b058c738b3eddf509dda757561873dd868acc7b5dcb9fd1accfd4ff60e;9;2856;Categoria - 009;Sub-categoria - 02856
ff4ab78e9fe27526b8e4d41a3f866d3efc293fdb318b49509d66c4393da290d4;14;1687;Categoria - 014;Sub-categoria - 01687
deb3cd4a57d07cc8f190761c49bcef51b8e8b9b776ea1428222eec4f5cdd189d;5;539;Categoria - 005;Sub-categoria - 00539
e039e254794eb138e13c371e405b562f2f2d5e261f4f095636511a288737a6b3;18;699;Categoria - 018;Sub-categoria - 00699
b239912fd1e5ae8471ff3a0c138dd6e1a27274ce8d802da596837240420d98fb;34;2933;Categoria - 034;Sub-categoria - 02933
3956a5e571c49ef52de7f848c18f3aa3551865feb05b3b5eece552c37ad4ff2b;9;1083;Categoria - 009;Sub-categoria - 01083
9e8953389096b7ec853e57036020d69b42e30cb8221f8e5fa308cf708904db13;16;1309;Categoria - 016;Sub-categoria - 01309
1b752c5a1909d225e5aaea6d02bad030e8f4ffb5ddbe719241ae873c8b4c39e6;18;712;Categoria - 018;Sub-categoria - 00712
db44c9deb430a9fa3c024ce84a4d7e4ee68474276fe026f03279e20ed4cac06a;35;1564;Categoria - 035;Sub-categoria - 01564
1e4dd42aeb42d741e2ac878c80505c6dd0d19f5e48ba419271235abc3297cfcc;6;2051;Categoria - 006;Sub-categoria - 02051
57feda53a7fb60b5ba23f17116ae70f182fbd9aff24e573ee7766b54ccc41e5a;27;1090;Categoria - 027;Sub-categoria - 01090
eb8d89a53e37d3ab393ee2652eb783c85a5fdd9aac4989394b8ee3a6d10a86c2;21;2073;Categoria - 021;Sub-categoria - 02073
55b4fcb942995b082f11ad84874f4bffc2fddd28ac6011ece06bd6808b1e7306;18;1860;Categoria - 018;Sub-categoria - 01860
522bf00c4c8516f867ae19401efc38bda35e1798a42951eea1768e9296e0fcb7;18;604;Categoria - 018;Sub-categoria - 00604
8a5b9be33dfc6e2478a2091ab7037abbb76f924545a584941810525fb5336739;4;302;Categoria - 004;Sub-categoria - 00302
b78f3aa93ea52c1591e65a271531b530ee8306ceda92ea5d9b190596c31bba31;32;1258;Categoria - 032;Sub-categoria - 01258
ca82d187f190f1c2ba13030e35fb5458d88815f334e83f6f67ba60706d560249;24;10;Categoria - 024;Sub-categoria - 00010
0b29b00380dd5836450bdebb85a8a5c7cf0dabe525a088251d9d5b08fdab984d;24;1409;Categoria - 024;Sub-categoria - 01409
31657cc0d7ba59fb1346e56f4436617debdb081d5a427f1ac9e904f15d201c8b;18;592;Categoria - 018;Sub-categoria - 00592
4f9021155236f53b7f75dbba3b344b12f52f81291bc192e45d9e17942cc5b07c;27;1053;Categoria - 027;Sub-categoria - 01053
0de387df9f87e8b543726ff382eb43c7521f16ff7574db3e7d07ffad82dc698c;12;1664;Categoria - 012;Sub-categoria - 01664
c24f9d1b5e382d2d99ee65c10fe181e0d963d785d546149955deb2ff444d35f5;43;3591;Categoria - 043;Sub-categoria - 03591
d93ee6c0becee94e8de979a86c86eb38a1bfbba30247a49e3605cf6cf8831133;28;927;Categoria - 028;Sub-categoria - 00927
a8986f9d554218167c90bce8f0a3f43954a60ffa13425f52474ef6fe5082d2e7;4;263;Categoria - 004;Sub-categoria - 00263
bb0596732284ad2d32095a208911128f3108b8d0bad2a14c5557336caa3d5f4f;18;907;Categoria - 018;Sub-categoria - 00907
5be404354a28cd5cbfc25374f5b17c5e76afdaae91cef398732271c61bdfd84d;24;317;Categoria - 024;Sub-categoria - 00317
d8c3c305b15e1a68e1d6199f4e90a6e09a37b3f4f1a0cfcb38d910308c09a738;27;2927;Categoria - 027;Sub-categoria - 02927
949912c83ed8949d14f631e0528af2c886b680eec282545fb00cb193f6d47cc1;4;2789;Categoria - 004;Sub-categoria - 02789
57ea65bcc0f7f5bafb86fb63b2ab1a385b2df5bc67404743d83855b567b79512;29;657;Categoria - 029;Sub-categoria - 00657
d8e03e26e9d4cf65d491cb50556b06f013cb7571de993e336fa30a1e749e3de3;6;3387;Categoria - 006;Sub-categoria - 03387
57034670b96da7801f3356b30a0b476644715bb0ada7278720c31a374f8b366f;41;1143;Categoria - 041;Sub-categoria - 01143
9ef53f17effe404b838d913f11ca1ba90e1f9a35fc97bb9b39bbc03e4bf3759a;18;344;Categoria - 018;Sub-categoria - 00344
7c06dbf7a97909639f8b30390ee5c1f2b67c89e506e73022f2ef2d63216804fc;15;1805;Categoria - 015;Sub-categoria - 01805
231a85b3ff67cf88d2e5f7c93a35d94f4691b57aaa496a741e91e822884ade0b;43;2057;Categoria - 043;Sub-categoria - 02057
05b87ee601f0a9fd19931fe9e66f7d478b3418c207d29c365d6e1141ef8fcdbb;18;1167;Categoria - 018;Sub-categoria - 01167
ca96547102e5f1d15010c5f7a413961921459a097d7215adda57c6e14ac3f284;34;3253;Categoria - 034;Sub-categoria - 03253
f1cc23c05878257d30b918464e79b7c122be8f1f0ed99a2bfdceaccc70008d2a;27;1397;Categoria - 027;Sub-categoria - 01397
91c1228c6606996e90b820809a0f9d436a6d5fed78ef6620c95b3d60aa17359a;4;915;Categoria - 004;Sub-categoria - 00915
248d3fa494bffb9fd4f2045cdb967d8af31d308bcefbcb7bfbd05413bdfaa1db;18;2450;Categoria - 018;Sub-categoria - 02450
ea4dabaa8003d19249048af8998d627f66cd90bf4cf9811003e21c92c24da7f7;4;1471;Categoria - 004;Sub-categoria - 01471
6cd1c0f9394d0d639c03e38ba235272ea7c311dda025f8e165dc8019e69da5ca;9;2120;Categoria - 009;Sub-categoria - 02120
9b0e8e0015eb0b3273b659db611dc1edc3f2ee813b5b546e877d2d1421f82b98;10;1410;Categoria - 010;Sub-categoria - 01410
d2373d201a028b7db5a9237b163d9f75bf79ca4e3329623b3013136b9fb74756;43;694;Categoria - 043;Sub-categoria - 00694
47b53288b0ce5baf7fad58bf56f7af7e02ce56c0c7898a4f76052e1c582c9e2c;27;1481;Categoria - 027;Sub-categoria - 01481
49e157462c7a74ae55da5eeb91e56e1f397dcf89692be018a3a2f4908b71993d;1;2382;Categoria - 001;Sub-categoria - 02382
689c44f58b6af6fc77ae7511baf9cacc15f7b9b35a07810ed5c5721878759faa;9;1107;Categoria - 009;Sub-categoria - 01107
e4d53fa8a8614c2b38c6d84aaeac9a687a949af3cc9aeeed06fd1f534a120278;30;3081;Categoria - 030;Sub-categoria - 03081
0748c80fd6d73f9f516dc9f3c677c9b7f4b454d9693a73e12672715c26837a38;30;2180;Categoria - 030;Sub-categoria - 02180
6b5f61a601a8aea4ede8e789d6c856d93709419ac1c0ce7b4251e4840e5d5f61;27;2484;Categoria - 027;Sub-categoria - 02484
07c47dc8ec198c7b314c1e8f8811ca61c42496d705f4c784e1befb9e67876081;4;3292;Categoria - 004;Sub-categoria - 03292
c1384a7f975a530d4ec5a0857c7c7ab52097e23b0bf8d101a7025d7ad179376b;18;1806;Categoria - 018;Sub-categoria - 01806
9ba1f0c8488414e37568cfe6722e7a12fd9553632d17c7a6ce2f3714b3fa5442;29;580;Categoria - 029;Sub-categoria - 00580
74df1a8058522b5c1cedb2cbda1050b50fb9d29695fac7d617acff268c2db651;15;1799;Categoria - 015;Sub-categoria - 01799
b8d6499a7192a371e69c2e2034dbe64e637fee48ab40c28567e7bbcebfc03047;9;1285;Categoria - 009;Sub-categoria - 01285
1d08a4070ec77f1853468f55d5ffed3bf5132a9b48c4f7f85c012ef13d45fbf8;18;1125;Categoria - 018;Sub-categoria - 01125
ec6c3d79f19354d4dc8322ccef0c22d72941c2b9cf6abaf9136fb068cc1ead96;6;530;Categoria - 006;Sub-categoria - 00530
51a014c9263e90c69cefc9cc36182c73f3c2323abc67ccd3e42cc770bd8f5a49;38;3468;Categoria - 038;Sub-categoria - 03468
4d75aa4f336c944955b79f5c8feb57576afd874d2ea94e1e6757dc016435a1f9;21;2091;Categoria - 021;Sub-categoria - 02091
8cbb65157e14312713346870f626dc856da81f3b3281f9dccf878d3e8a305a65;14;3018;Categoria - 014;Sub-categoria - 03018
dd5a11b41cb9f6b7371dca45412bc5e0d0c6cf85bb7068bbf415477ef6c0d6ff;6;145;Categoria - 006;Sub-categoria - 00145
95db1aca6c5affb4dac3fe38d4db0626ded2e8e32d4c618b917cbd911603cf19;6;727;Categoria - 006;Sub-categoria - 00727
